Report Period,Institution ID,Institution Name,Percent Medical Exemptions,Percent Religious Exemptions,Percent Immunized Measles,Percent Immunized Mumps,Percent Immunized Rubella,Percent Completely Immunized,Street Address,City,State,Zip Code,Location 
2014-2015,31262101,SUNY COLLEGE AT BROCKPORT,0.05,0.1,92.8,92.8,92.8,92.8,350 NEW CAMPUS DR,BROCKPORT,NY,14420,"350 NEW CAMPUS DR
BROCKPORT, NY 14420
(43.20918289100007, -77.95071201299999)"
2014-2015,72332244,CUNY BROOKLYN COLLEGE,0.19,0,99.8,99.7,99.7,99.7,2900 BEDFORD AVE,BROOKLYN,NY,11210,"2900 BEDFORD AVE
BROOKLYN, NY 11210
(40.63166469300006, -73.95267528099998)"
2012-2013,63283285,WEBB INSTITUTE,0.00,0,100,100,100,100,298 CRESENT BEACH RD,GLEN COVE,NY,11542,"298 CRESENT BEACH RD
GLEN COVE, NY 11542
(40.88286206400005, -73.64361924999997)"
2012-2013,23612081,CORNELL UNIVERSITY,0.03,0.1,99.8,99.9,99.9,99.8,NO STREET ADDRESS,ITHACA,NY,14853,"NO STREET ADDRESS
ITHACA, NY 14853
(42.44936784500004, -76.48279786999996)"
2014-2015,33262096,ROBERTS WESLEYAN COLLEGE,0.00,0.3,93.9,94.3,94.3,92.1,2301 WESTSIDE DR,ROCHESTER,NY,14624,"2301 WESTSIDE DR
ROCHESTER, NY 14624
(43.12683229100003, -77.80030140099996)"
2013-2014,54661168,THE COLLEGE OF WESTCHESTER,0.00,0,96.5,97.1,97.1,96.5,325 CENTRAL AVE,WHITE PLAINS,NY,10602,"325 CENTRAL AVE
WHITE PLAINS, NY 10602
(41.03381123100007, -73.78468058699997)"
2012-2013,77312202,PACE UNIVERSITY,0.20,0.4,98.6,98.7,98.7,98.6,861 BEDFORD RD,PLEASANTVILLE,NY,10570,"861 BEDFORD RD
PLEASANTVILLE, NY 10570
(41.12452577900007, -73.80660593299996)"
2014-2015,34261097,EVEREST INSTITUTE,0.94,0,92,92,92,92,1630 PORTLAND AVE,ROCHESTER,NY,14621,"1630 PORTLAND AVE
ROCHESTER, NY 14621
(43.19678179700003, -77.58463337299997)"
2013-2014,53502135,DOMINICAN COLLEGE OF BLAUVELT,0.00,0.1,96.9,96.9,96.9,96.9,470 WESTERN HWY,ORANGEBURG,NY,10962,"470 WESTERN HWY
ORANGEBURG, NY 10962
(41.05164845200005, -73.95215312199997)"
2013-2014,73342332,YESHIVA SHAAR HATORAH-GRODNO,0.00,0,98.7,98.7,98.7,98.7,83-96 117TH ST.,KEW GARDENS,NY,11415,"83-96 117TH ST.
KEW GARDENS, NY 11415
(40.70786491500007, -73.82945863499998)"
2015-2016,73332332,BETH HATALMUD RABBINICAL COLLEGE,4.17,0,95.8,95.8,95.8,95.8,2127 82ND ST.,BROOKLYN,NY,11214,"2127 82ND ST.
BROOKLYN, NY 11214
(40.60508586200007, -73.99286521499994)"
2012-2013,21112046,SUNY COLLEGE AT CORTLAND,0.01,0.2,98.2,98.2,98.2,98.2,22 GRAHAM AVENUE,CORTLAND,NY,13045,"22 GRAHAM AVENUE
CORTLAND, NY 13045
(42.60077699500005, -76.18742222199995)"
2012-2013,21032042,SUNY BINGHAMTON,0.06,0.1,99.8,99.8,99.8,99.8,VESTAL PARKWAY E,BINGHAMTON,NY,13902,"VESTAL PARKWAY E
BINGHAMTON, NY 13902
(42.10172753200004, -75.90639368799998)"
2013-2014,34261092,BRYANT & STRATTON COLLEGE - GREECE CAMPUS,0.28,0,99.7,99.7,99.7,99.7,150 BELLWOOD DR,ROCHESTER,NY,14606,"150 BELLWOOD DR
ROCHESTER, NY 14606
(43.18506235500007, -77.68644973599999)"
2012-2013,53663159,NEW YORK MEDICAL COLLEGE,0.00,0,100,100,100,100,95 GRASSLANDS RD,VALHALLA,NY,10595,"95 GRASSLANDS RD
VALHALLA, NY 10595
(41.07175930900007, -73.79446407099994)"
2013-2014,53662145,CONCORDIA COLLEGE,0.00,0.2,99.3,99.3,99.3,99.3,171 WHITE PLAINS RD,BRONXVILLE,NY,10708,"171 WHITE PLAINS RD
BRONXVILLE, NY 10708
(40.942489685000055, -73.82069164999996)"
2014-2015,73332325,PRATT INSTITUTE,0.13,0.2,99.3,99.3,99.3,99.3,200 WILLOUGHBY AVE,BROOKLYN,NY,11205,"200 WILLOUGHBY AVE
BROOKLYN, NY 11205
(40.69204823600006, -73.96363410799995)"
2014-2015,53502139,NYACK COLLEGE,0.27,0.5,98.8,99.2,99.2,98.8,1 SOUTH BLVD,NYACK,NY,10960,"1 SOUTH BLVD
NYACK, NY 10960
(41.08631375600004, -73.92894851099999)"
2013-2014,53662147,IONA COLLEGE,0.03,0.1,98.8,98.8,98.8,98.8,715 NORTH AVE,NEW ROCHELLE,NY,10801,"715 NORTH AVE
NEW ROCHELLE, NY 10801
(40.92551788900005, -73.78843176499998)"
2012-2013,73313172,BANK STREET COLLEGE OF EDUCATION,0.00,0.3,99.4,99.7,99.4,99.1,610 W 112TH ST,NEW YORK,NY,10025,"610 W 112TH ST
NEW YORK, NY 10025
(40.80557926900008, -73.96610990399995)"
2013-2014,61281281,NEW YORK COLLEGE OF HEALTH PROFESSIONS,0.00,0,99.4,99.4,99.4,99.4,6801 JERICHO TURNPIKE SUITE 300,SYOSSET,NY,11791,"6801 JERICHO TURNPIKE SUITE 300
SYOSSET, NY 11791
(40.80865681600005, -73.51687289799997)"
2015-2016,44141117,BRYANT & STRATTON COLLEGE - EASTERN HILL,0.00,0,96.3,96.3,96.3,96.3,3650 MILLERSPORT HIGHWAY,GETZVILLE,NY,14068,"3650 MILLERSPORT HIGHWAY
GETZVILLE, NY 14068
(43.04019234200007, -78.74176126499998)"
2014-2015,53662165,OHR HAMEIR THEOLOGICAL SEMINARY,0.00,0,100,100,100,100,141 FURNACE WOODS ROAD,CORTLANDT MANOR,NY,10567,"141 FURNACE WOODS ROAD
CORTLANDT MANOR, NY 10567
(41.269044429000076, -73.88884364999996)"
2013-2014,74311260,ART INSTITUTE OF NEW YORK CITY,0.00,0,100,100,100,100,218-232 W. 40TH ST,NEW YORK,NY,10018,"218-232 W. 40TH ST
NEW YORK, NY 10018
(40.75496732500005, -73.98845010499997)"
2013-2014,73332342,RABBINICAL COLLEGE OHR SHIMON YISROEL,0.00,0,100,100,100,100,215-217 HEWES ST.,BROOKLYN,NY,11211,"215-217 HEWES ST.
BROOKLYN, NY 11211
(40.70425988000005, -73.95670224399998)"
2014-2015,21512075,SUNY COLLEGE AT POTSDAM,0.05,0.2,99.7,99.7,99.7,99.7,44 PIERREPONT AVENUE,POTSDAM,NY,13676,"44 PIERREPONT AVENUE
POTSDAM, NY 13676
(44.66370855200006, -74.97852328199997)"
2014-2015,72341270,DEVRY COLLEGE OF NEW YORK,0.00,0,99.5,99.5,99.5,99.5,30-20 THOMSON AVE,LONG ISLAND CITY,NY,11101,"30-20 THOMSON AVE
LONG ISLAND CITY, NY 11101
(40.74509326900005, -73.93681353199997)"
2015-2016,31242089,SUNY COLLEGE AT GENESEO,0.04,0.5,98.5,98.5,98.5,98.5,1 COLLEGE CIRCLE,GENESEO,NY,14454,"1 COLLEGE CIRCLE
GENESEO, NY 14454
(42.79574317500004, -77.81936569999993)"
2013-2014,13011007,MARIA COLLEGE OF ALBANY,0.13,0,93.7,93.7,93.7,93.7,700 NEW SCOTLAND AVE,ALBANY,NY,12208,"700 NEW SCOTLAND AVE
ALBANY, NY 12208
(42.65797304100005, -73.80544156499997)"
2013-2014,73313193,GENERAL THEOLOGICAL SEMINARY,0.00,0,84,84,84,84,440 W 21ST STREET,NEW YORK,NY,10011,"440 W 21ST STREET
NEW YORK, NY 10011
(40.74572498900005, -74.00358113199997)"
2015-2016,33262100,ST JOHN FISHER COLLEGE,0.00,0.1,99.9,99.9,99.9,99.9,3690 EAST AVE,ROCHESTER,NY,14618,"3690 EAST AVE
ROCHESTER, NY 14618
(43.11744042000004, -77.51734711099994)"
2015-2016,11441047,ORANGE COUNTY COMMUNITY COLLEGE,0.14,0.3,99.2,99.2,99.2,99.2,115 SOUTH ST,MIDDLETOWN,NY,10940,"115 SOUTH ST
MIDDLETOWN, NY 10940
(41.43845844900005, -74.42549287299994)"
2014-2015,23412056,PRATT AT MUNSON-WILLIAMS-PROCTOR INST.,0.00,0,98.5,98.5,98.5,98.5,310 GENESEE ST.,UTICA,NY,13502,"310 GENESEE ST.
UTICA, NY 13502
(43.09723589300006, -75.23985342599997)"
2014-2015,31431103,FINGER LAKES COMMUNITY COLLEGE,0.00,0.1,98.8,99,99,98.8,4355 LAKESHORE DR,CANANDAIGUA,NY,14424,"4355 LAKESHORE DR
CANANDAIGUA, NY 14424
(42.87200917100006, -77.24282806899998)"
2013-2014,21121047,SUNY COLLEGE OF TECHNOLOGY AT DELHI,0.04,0.1,97.8,97.8,97.8,97.8,2 MAIN ST,DELHI,NY,13753,"2 MAIN ST
DELHI, NY 13753
(42.26728979300003, -74.92312583099994)"
2015-2016,23032040,DAVIS COLLEGE ,1.30,2,96.8,96.8,96.8,96.8,400 RIVERSIDE DR,JOHNSON CITY,NY,13790,"400 RIVERSIDE DR
JOHNSON CITY, NY 13790
(42.101795501000026, -75.96083743399998)"
2014-2015,41142129,SUNY BUFFALO,0.04,0.1,99.8,99.8,99.8,99.8,3435 MAIN ST,BUFFALO,NY,14214,"3435 MAIN ST
BUFFALO, NY 14214
(42.956001607000076, -78.82047802499994)"
2013-2014,61582284,SUNY COLLEGE OF TECHNOLOGY AT FARMINGDALE,0.13,0.2,99.6,99.6,99.6,99.6,1250 MELVILLE RD,FARMINGDALE,NY,11735,"1250 MELVILLE RD
FARMINGDALE, NY 11735
(40.749161644000026, -73.42845996499994)"
2014-2015,11591037,SULLIVAN COUNTY COMMUNITY COLLEGE,0.00,1,99,99,99,99,112 COLLEGE RD,LOCH SHELDRAKE,NY,12759,"112 COLLEGE RD
LOCH SHELDRAKE, NY 12759
(41.77668655700006, -74.66587619399996)"
2013-2014,31431103,FINGER LAKES COMMUNITY COLLEGE,0.05,0.4,98.3,98.4,98.4,98.3,4355 LAKESHORE DR,CANANDAIGUA,NY,14424,"4355 LAKESHORE DR
CANANDAIGUA, NY 14424
(42.87200917100006, -77.24282806899998)"
2015-2016,73332336,MESIVTA OF EASTERN PARKWAY RABBINICAL SEMINARY,0.00,0,100,100,100,100,510 DAHILL ROAD,BROOKLYN,NY,11218,"510 DAHILL ROAD
BROOKLYN, NY 11218
(40.635163625000075, -73.97908510899998)"
2015-2016,73313307,SOTHEBY'S INSTITUTE OF ART-NEW YORK,0.00,0.6,99.4,99.4,99.4,99.4,"570 LEXINGTON AVENUE, 6TH FLOOR",NEW YORK,NY,10022,"570 LEXINGTON AVENUE, 6TH FLOOR
NEW YORK, NY 10022
(40.756942252000044, -73.97208096599996)"
2012-2013,53663165,ST JOSEPH'S SEMINARY & COLLEGE,0.00,0,92.2,92.2,92.2,92.2,201 SEMINARY AVE,YONKERS,NY,10704,"201 SEMINARY AVE
YONKERS, NY 10704
(40.93100988400005, -73.86219722899995)"
2012-2013,73313220,ROCKEFELLER UNIVERSITY,0.00,0,100,100,100,100,1230 YORK AVE,NEW YORK,NY,10021,"1230 YORK AVE
NEW YORK, NY 10021
(40.76310667300004, -73.95642878299998)"
2015-2016,73332355,YESHIVA OF NITRA RABBINICAL COLLEGE,0.00,1.3,84.4,91.6,91.6,84.4,194 DIVISION AVE,BROOKLYN,NY,11211,"194 DIVISION AVE
BROOKLYN, NY 11211
(40.70734279800007, -73.95981417499996)"
2013-2014,13013003,ALBANY LAW SCHOOL,0.00,0,99.8,99.8,99.8,99.8,80 NEW SCOTLAND AVE,ALBANY,NY,12208,"80 NEW SCOTLAND AVE
ALBANY, NY 12208
(42.65248221100006, -73.77739299599995)"
2014-2015,61582284,SUNY COLLEGE OF TECHNOLOGY AT FARMINGDALE,0.14,0.2,99.6,99.6,99.6,99.6,1250 MELVILLE RD,FARMINGDALE,NY,11735,"1250 MELVILLE RD
FARMINGDALE, NY 11735
(40.749161644000026, -73.42845996499994)"
2013-2014,11541036,SUNY COLLEGE OF AG & TECH AT COBLESKILL,0.00,0.2,99.8,99.8,99.8,99.8,106 SUFFOLK CIRCLE,COBLESKILL,NY,12043,"106 SUFFOLK CIRCLE
COBLESKILL, NY 12043
(42.67182424300006, -74.49878727099997)"
2014-2015,11531034,SCHENECTADY COUNTY COMMUNITY COLLEGE,0.13,0.2,80.7,81.6,81.6,80.7,78 WASHINGTON AVE,SCHENECTADY,NY,12305,"78 WASHINGTON AVE
SCHENECTADY, NY 12305
(42.814977242000055, -73.94926014599997)"
2015-2016,41021111,SUNY COLLEGE OF TECHNOLOGY AT ALFRED,0.03,0.3,99.7,99.7,99.7,99.7,10 UPPER COLLEGE DR,ALFRED,NY,14802,"10 UPPER COLLEGE DR
ALFRED, NY 14802
(42.25869862600007, -77.79110302599997)"
2014-2015,63282271,ADELPHI UNIVERSITY,0.09,0.2,99.6,99.5,99.6,99.5,ONE SOUTH AVENUE,GARDEN CITY,NY,11530,"ONE SOUTH AVENUE
GARDEN CITY, NY 11530
(40.72275383500005, -73.65423796499994)"
2015-2016,23052045,WELLS COLLEGE,0.00,0.7,99.3,99.3,99.3,99.3,18 WELLS ROAD,AURORA,NY,13026,"18 WELLS ROAD
AURORA, NY 13026
(42.74747122600007, -76.69890807699994)"
2012-2013,71312092,FASHION INSTITUTE OF TECHNOLOGY,0.02,0.3,98.1,98.5,98.5,98.1,SEVENTH AVENUE AT 27TH ST RM A402,NEW YORK,NY,10001,"SEVENTH AVENUE AT 27TH ST RM A402
NEW YORK, NY 10001
(40.749278520000075, -73.99259388499996)"
2014-2015,73312204,MANHATTAN SCHOOL OF MUSIC,0.00,0.5,99.4,99.5,99.5,99.4,120 CLAREMONT AVE,NEW YORK,NY,10027,"120 CLAREMONT AVE
NEW YORK, NY 10027
(40.81254154000004, -73.96184453499995)"
2014-2015,21611087,TOMPKINS-CORTLAND COMMUNITY COLLEGE,0.00,0.1,99.9,99.9,99.9,99.9,170 NORTH ST,DRYDEN,NY,13053,"170 NORTH ST
DRYDEN, NY 13053
(42.50278921900008, -76.29820583099996)"
2015-2016,73332348,UNITED TALMUDICAL SEMINARY,0.05,4.9,93.3,93.6,93.6,93.3,191 RODNEY ST,BROOKLYN,NY,11211,"191 RODNEY ST
BROOKLYN, NY 11211
(40.705345073000046, -73.95952628799995)"
2012-2013,72313187,CUNY GRAD SCHOOL & UNIVERSITY CENTER,0.00,0.2,99.4,99.8,99.8,99.4,365 FIFTH AVE ROOM 8201,NEW YORK,NY,10016,"365 FIFTH AVE ROOM 8201
NEW YORK, NY 10016
(40.74882377000006, -73.98424113899995)"
2013-2014,23612082,ITHACA COLLEGE,0.00,0.2,95.1,95.2,95.2,95.1,201 HAMMOND HEALTH CENTER,ITHACA,NY,14850,"201 HAMMOND HEALTH CENTER
ITHACA, NY 14850
(42.423123185000065, -76.49422543199995)"
2015-2016,72352268,CUNY COLLEGE OF STATEN ISLAND,0.03,0,99.9,99.9,99.9,99.9,2800 VICTORY BLVD,STATEN ISLAND,NY,10314,"2800 VICTORY BLVD
STATEN ISLAND, NY 10314
(40.60874547800006, -74.15378313299993)"
2015-2016,73312175,BORICUA COLLEGE,0.00,0,100,100,100,100,3755 BROADWAY,NEW YORK,NY,10032,"3755 BROADWAY
NEW YORK, NY 10032
(40.83334981400003, -73.94554687699997)"
2015-2016,61281279,NASSAU COMMUNITY COLLEGE,0.04,0.1,99.5,99.5,99.5,99.5,1 EDUCATION DR,GARDEN CITY,NY,11530,"1 EDUCATION DR
GARDEN CITY, NY 11530
(40.72988633600005, -73.59328596999995)"
2014-2015,73332340,RABBINICAL COLLEGE BOBOVER YESHIVA B'NEI,0.00,0,100,100,100,100,1577 48TH ST.,BROOKLYN,NY,11219,"1577 48TH ST.
BROOKLYN, NY 11219
(40.631825537000054, -73.98525544499995)"
2015-2016,73332243,LONG ISLAND UNIVERSITY-BROOKLYN CAMPUS,0.15,0,97.9,98.2,98.2,97.9,1 UNIVERSITY PLZ,BROOKLYN,NY,11201,"1 UNIVERSITY PLZ
BROOKLYN, NY 11201
(40.69170599700004, -73.98153506099999)"
2013-2014,74312221,SCHOOL OF VISUAL ARTS,0.07,0.3,99.3,99.3,99.4,99.3,209 E 23RD ST,NEW YORK,NY,10010,"209 E 23RD ST
NEW YORK, NY 10010
(40.73854646700005, -73.98241037699995)"
2012-2013,23512080,ST LAWRENCE UNIVERSITY,0.00,0,100,100,100,100,2501 SAINT LAWRENCE UNIV,CANTON,NY,13617,"2501 SAINT LAWRENCE UNIV
CANTON, NY 13617
(44.589446570000064, -75.16199847899998)"
2015-2016,41062116,SUNY COLLEGE AT FREDONIA,0.02,0.2,99.8,99.8,99.8,99.8,1 SUNY AT FREDONIA,FREDONIA,NY,14063,"1 SUNY AT FREDONIA
FREDONIA, NY 14063
(42.45111105500007, -79.33957957999996)"
2012-2013,41181132,GENESEE COMMUNITY COLLEGE,0.20,0.3,97.9,98.1,98.2,97.9,1 COLLEGE RD,BATAVIA,NY,14020,"1 COLLEGE RD
BATAVIA, NY 14020
(43.01649726100004, -78.13892682699998)"
2015-2016,24421061,BRYANT & STRATTON COLLEGE - NORTH CAMPUS,0.00,0,99.7,100,100,99.7,8687 CARLING RD,LIVERPOOL,NY,13090,"8687 CARLING RD
LIVERPOOL, NY 13090
(43.189807243000075, -76.23905849199997)"
2013-2014,13492327,THE SAGE COLLEGES ,0.16,0.3,99.5,99.5,99.5,99.5,65 FIRST STREET,TROY,NY,12180,"65 FIRST STREET
TROY, NY 12180
(42.728175468000074, -73.69352701699995)"
2012-2013,51501140,ROCKLAND COMMUNITY COLLEGE,0.07,0.3,98.7,99.1,99.1,98.1,145 COLLEGE RD,SUFFERN,NY,10901,"145 COLLEGE RD
SUFFERN, NY 10901
(41.133713682000064, -74.08301225499997)"
2015-2016,73313171,GERSTNER SLOAN-KETTERING GRADUATE SCHOOL,0.00,0,100,100,100,100,1275 YORK AVE,NEW YORK,NY,10065,"1275 YORK AVE
NEW YORK, NY 10065
(40.76399939200007, -73.95587700199997)"
2013-2014,24421062,BRYANT & STRATTON COLLEGE - SYRACUSE CAMPUS,0.00,0,98.8,100,100,98.8,953 JAMES ST,SYRACUSE,NY,13203,"953 JAMES ST
SYRACUSE, NY 13203
(43.05835485400007, -76.13642392299994)"
2012-2013,72342263,CUNY YORK COLLEGE,0.00,0,100,100,100,100,94-20 GUY R BREWER BLVD,JAMAICA,NY,11451,"94-20 GUY R BREWER BLVD
JAMAICA, NY 11451
(40.702278172000035, -73.79542657299999)"
2013-2014,73342260,VAUGHN COLLEGE OF AERONAUTICS & TECHNOLOGY,0.06,0,92,94.2,94.3,91.5,86-01 23RD AVE,FLUSHING,NY,11369,"86-01 23RD AVE
FLUSHING, NY 11369
(40.767258224000045, -73.88358477299994)"
2012-2013,43141124,HILBERT COLLEGE,0.00,0.4,97.3,97.3,97.3,97.3,5200 SOUTH PARK AVE,HAMBURG,NY,14075,"5200 SOUTH PARK AVE
HAMBURG, NY 14075
(42.75434752700005, -78.82459341499998)"
2014-2015,53502146,YESHIVA AND KOLLEL BAIS MEDRASH ELYON,0.00,0,88.5,88.5,88.5,88.5,73 MAIN ST.,MONSEY,NY,10952,"73 MAIN ST.
MONSEY, NY 10952
(41.11404063800006, -74.06908645799996)"
2013-2014,21411058,SUNY POLYTECHNIC INSTITUTE,0.00,0.1,99.8,99.8,99.8,99.8,100 SEYMOUR AVENUE,UTICA,NY,13504,"100 SEYMOUR AVENUE
UTICA, NY 13504
(43.08879091800003, -75.23399713399994)"
2014-2015,63282704,RABBINICAL COLLEGE OF LONG ISLAND,0.00,0,99,99,99,99,205 WEST BEECH ST.,LONG BEACH,NY,11561,"205 WEST BEECH ST.
LONG BEACH, NY 11561
(40.58618789800005, -73.67049024299996)"
2013-2014,33262096,ROBERTS WESLEYAN COLLEGE,0.00,0.3,96.2,96.2,96.2,96.2,2301 WESTSIDE DR,ROCHESTER,NY,14624,"2301 WESTSIDE DR
ROCHESTER, NY 14624
(43.12683229100003, -77.80030140099996)"
2015-2016,54661169,CENTER FOR ULTRASOUND RESEARCH & EDUCATION,0.00,0,100,100,100,100,333 WESTCHESTER AVENUE,WHITE PLAINS,NY,10604,"333 WESTCHESTER AVENUE
WHITE PLAINS, NY 10604
(41.029987523000045, -73.74812964099993)"
2013-2014,13131017,CULINARY INSTITUTE OF AMERICA,0.04,0.3,99.7,99.7,99.7,99.7,1946 CAMPUS DRIVE,HYDE PARK,NY,12538,"1946 CAMPUS DRIVE
HYDE PARK, NY 12538
(41.74486287600007, -73.93309021599998)"
2015-2016,72341272,SWEDISH INSTITUTE COLLEGE OF HEALTH SCIENCES,0.26,0,90,90,90,90,226 WEST 26TH ST,NEW YORK,NY,10001,"226 WEST 26TH ST
NEW YORK, NY 10001
(40.74650473100007, -73.99553195599998)"
2014-2015,33262100,ST JOHN FISHER COLLEGE,0.03,0.1,99.9,99.9,99.9,99.9,3690 EAST AVE,ROCHESTER,NY,14618,"3690 EAST AVE
ROCHESTER, NY 14618
(43.11744042000004, -77.51734711099994)"
2012-2013,11131018,DUTCHESS COMMUNITY COLLEGE,0.09,0.4,92.2,92.7,92.8,92.2,53 PENDELL RD,POUGHKEEPSIE,NY,12601,"53 PENDELL RD
POUGHKEEPSIE, NY 12601
(41.722250520000046, -73.90513455499996)"
2013-2014,43142121,DAEMEN COLLEGE,0.11,0.1,99.8,99.8,99.8,99.8,4380 MAIN ST,AMHERST,NY,14226,"4380 MAIN ST
AMHERST, NY 14226
(42.963776454000026, -78.78876957099999)"
2013-2014,53502146,YESHIVA AND KOLLEL BAIS MEDRASH ELYON,0.00,0,94.5,94.5,94.5,94.5,73 MAIN ST.,MONSEY,NY,10952,"73 MAIN ST.
MONSEY, NY 10952
(41.11404063800006, -74.06908645799996)"
2012-2013,74311174,BERKELEY COLLEGE,0.23,0.1,99.6,99.6,99.6,99.4,3 E 43RD ST,NEW YORK,NY,10017,"3 E 43RD ST
NEW YORK, NY 10017
(40.75383710300008, -73.97955948199996)"
2014-2015,74311175,MANHATTAN INSTITUTE OF MANAGEMENT,0.00,0,100,100,100,100,"25 BROADWAY, 7TH FLOOR",NEW YORK,NY,10004,"25 BROADWAY, 7TH FLOOR
NEW YORK, NY 10004
(40.70540101900008, -74.01368514299998)"
2015-2016,73322234,COLLEGE OF MOUNT SAINT VINCENT,0.11,0,99.9,99.9,99.9,99.9,6301 RIVERDALE AVE,BRONX,NY,10471,"6301 RIVERDALE AVE
BRONX, NY 10471
(40.91261892800003, -73.90257481399993)"
2015-2016,64581294,SBI CAMPUS,0.00,0,100,100,100,100,320 SOUTH SERVICE ROAD,MELVILLE,NY,11747,"320 SOUTH SERVICE ROAD
MELVILLE, NY 11747
(40.77968281400007, -73.41571622599997)"
2015-2016,41141128,ERIE COMMUNITY COLLEGE - CITY CAMPUS,0.13,0.1,98.1,98.2,98.2,98.1,121 ELLICOTT STREET ,BUFFALO,NY,14203,"121 ELLICOTT STREET
BUFFALO, NY 14203
(42.88210119200005, -78.87313177899995)"
2013-2014,23052045,WELLS COLLEGE,0.00,1,99,99,99,99,18 WELLS ROAD,AURORA,NY,13026,"18 WELLS ROAD
AURORA, NY 13026
(42.74747122600007, -76.69890807699994)"
2012-2013,63282282,MOLLOY COLLEGE,0.02,0,100,100,100,100,1000 HEMPSTEAD AVE,ROCKVILLE CENTRE,NY,11571,"1000 HEMPSTEAD AVE
ROCKVILLE CENTRE, NY 11571
(40.68636538100003, -73.62481996999998)"
2012-2013,44141336,ITT TECHNICAL INSTITUTE - GETSVILLE,0.00,0,92.4,92.4,92.4,92.4,2295 MILLERSPORT HWY,GETZVILLE,NY,14068,"2295 MILLERSPORT HWY
GETZVILLE, NY 14068
(43.01247128800003, -78.77014317599998)"
2013-2014,43141131,VILLA MARIA COLLEGE OF BUFFALO,0.00,0.7,95.9,95.9,95.9,95.9,240 PINE RIDGE RD,BUFFALO,NY,14225,"240 PINE RIDGE RD
BUFFALO, NY 14225
(42.91241604500004, -78.79607047399998)"
2014-2015,44141117,BRYANT & STRATTON COLLEGE - EASTERN HILL,0.00,0,97.3,97.3,97.3,97.3,3650 MILLERSPORT HIGHWAY,GETZVILLE,NY,14068,"3650 MILLERSPORT HIGHWAY
GETZVILLE, NY 14068
(43.04019234200007, -78.74176126499998)"
2012-2013,31242089,SUNY COLLEGE AT GENESEO,0.02,0.1,99.8,99.8,99.8,99.8,1 COLLEGE CIRCLE,GENESEO,NY,14454,"1 COLLEGE CIRCLE
GENESEO, NY 14454
(42.79574317500004, -77.81936569999993)"
2013-2014,21422071,SUNY COLLEGE OF ENVIROMENTAL SCIENCE AND FORESTRY,0.00,0.1,98.6,98.7,98.7,98.6,ONE FORESTRY DR,SYRACUSE,NY,13210,"ONE FORESTRY DR
SYRACUSE, NY 13210
(43.03537776600007, -76.13454929599999)"
2014-2015,73332354,YESHIVAT MIKDASH  MELECH,0.00,0,95.7,95.7,95.7,95.7,1326 OCEAN PARKWAY,BROOKLYN,NY,11230,"1326 OCEAN PARKWAY
BROOKLYN, NY 11230
(40.61627382000006, -73.96929579199997)"
2015-2016,23252051,CAZENOVIA COLLEGE,0.00,0,100,100,100,100,22 SULLIVAN ST,CAZENOVIA,NY,13035,"22 SULLIVAN ST
CAZENOVIA, NY 13035
(42.932309375000045, -75.85516315299998)"
2012-2013,63582290,LONG ISLAND UNIVERSITY - RIVERHEAD CAMPUS,0.00,0,100,100,100,100,121 SPEONK-RIVERHEAD RD,RIVERHEAD,NY,11901,"121 SPEONK-RIVERHEAD RD
RIVERHEAD, NY 11901
(40.87638947800008, -72.69691642899994)"
2013-2014,11101015,COLUMBIA-GREENE COMMUNITY  COLLEGE,0.14,0.5,98.8,99,99,98.8,4400 ROUTE 23,HUDSON,NY,12534,"4400 ROUTE 23
HUDSON, NY 12534
(42.22132331500006, -73.82050958399998)"
2014-2015,53662164,SARAH LAWRENCE COLLEGE,0.19,0.8,98.9,98.9,98.9,98.9,1 MEADWAY,BRONXVILLE,NY,10708,"1 MEADWAY
BRONXVILLE, NY 10708
(40.93444358200003, -73.84346353999996)"
2014-2015,41062116,SUNY COLLEGE AT FREDONIA,0.00,0.2,99.8,99.8,99.8,99.8,1 SUNY AT FREDONIA,FREDONIA,NY,14063,"1 SUNY AT FREDONIA
FREDONIA, NY 14063
(42.45111105500007, -79.33957957999996)"
2014-2015,73332350,YESHIVA GEDOLAH IMREI YOSEF D'SPINKA,0.00,4.4,95.7,95.7,95.7,95.7,1466 56TH ST.,BROOKLYN,NY,11219,"1466 56TH ST.
BROOKLYN, NY 11219
(40.62876601100004, -73.99238501499997)"
2015-2016,63582291,LONG ISLAND UNIVERSITY - BRENTWOOD CAMPUS,0.00,0,100,100,100,100,SECOND AVENUE,BRENTWOOD,NY,11717,"SECOND AVENUE
BRENTWOOD, NY 11717
(40.77833772100007, -73.23885227299996)"
2013-2014,73311217,PHILLIPS BETH ISRAEL SCHOOL OF NURSING,0.00,0,100,100,100,100,776 AVENUE OF THE AMERICAS #4,NEW YORK,NY,10001,"776 AVENUE OF THE AMERICAS #4
NEW YORK, NY 10001
(40.744924954000055, -73.99129508999994)"
2013-2014,73312183,COOPER UNION FOR THE ADVANCEMENT OF SCIENCE AND ART,0.00,0.5,99.5,99.5,99.5,99.5,30 COOPER SQ,NEW YORK,NY,10003,"30 COOPER SQ
NEW YORK, NY 10003
(40.72800887600005, -73.99133486899996)"
